x,y,z
135,81,7
241,153,1
174,15,1
33,275,86
196,123,187
297,235,24
262,199,8
181,167,273
287,103,1
293,144,277
120,10,1
10,49,1
143,89,728
282,88,241
277,201,1
126,56,1
252,19,1
264,211,384
191,265,1
9,236,10
145,165,7
289,61,50
129,237,1
206,165,77
194,88,1
16,181,1
40,50,1
175,256,1
22,68,272
48,175,87
35,218,169
8,141,250
28,51,78
295,85,0
29,64,1
282,113,1
119,154,140
256,237,81
271,231,83
178,260,2
271,22,10
85,128,1
228,81,70
132,129,1
158,85,35
264,245,6
297,215,7
10,290,2
94,132,2
160,154,734
222,127,271
244,135,11
74,145,37
286,158,4
97,289,214
160,277,173
34,257,14
41,168,71
97,291,1
103,196,1
266,206,125
26,15,15
173,48,5
218,22,1
4,118,13
294,164,1
99,200,1
244,135,399
299,229,1
218,233,9
288,170,102
198,93,111
64,84,122
43,92,143
92,180,4
248,245,13
141,14,114
294,238,1
202,64,39
100,293,188
106,190,1118
14,134,1
70,76,1
252,229,1
64,171,224
132,171,1
292,207,231
184,296,85
244,158,1
9,17,324
164,141,362
86,71,145
24,270,235
228,22,138
90,25,152
5,13,13
255,174,14
75,213,10
155,61,11
137,185,1
42,37,1
144,76,15
171,234,203
44,187,2
168,36,162
147,125,1
53,67,13
37,111,216
31,114,1
180,185,9
151,15,255
83,260,1
229,18,9
94,120,10
120,67,1
78,220,69
67,287,1
156,262,16
97,114,15
18,68,123
11,51,9
163,188,9
134,216,211
235,172,241
246,10,180
206,63,14
36,268,1
268,55,160
65,112,15
40,118,8
81,32,10
126,208,15
8,292,294
244,140,1
80,98,1
296,126,1
185,45,205
2,10,1
71,59,142
168,90,5
250,192,18
287,281,8
72,31,1
145,279,1
185,186,1
13,144,0
274,121,327
17,40,122
95,213,1
152,91,219
179,118,232
41,117,1
8,30,6
163,287,5
155,253,1
160,287,74
189,67,1
117,70,10
256,209,211
69,205,295
86,185,1
44,194,13
152,270,4
163,27,96
226,245,27
128,73,1
191,76,561
170,56,3
161,182,75
264,56,0
13,120,3
262,142,1
15,29,11
18,78,7
113,29,94
109,82,169
67,37,15
144,143,234
96,282,1
37,222,1
94,284,1
291,139,1
290,1,6
104,24,142
208,148,225
71,47,589
129,83,929
106,183,36
30,173,244
34,138,70
164,256,4
116,57,82
183,191,1
124,42,861
168,2,294
140,119,1
131,145,78
76,0,1
76,261,38
5,237,164
115,75,21
33,296,77
172,88,344
260,176,0
164,164,27
205,204,1
144,267,1
269,42,14
193,245,347
203,21,112
170,30,0
139,260,11
1,27,294
226,181,205
136,232,254
295,18,330
68,34,62
12,180,1
112,70,52
88,38,1
25,284,33
27,45,429
23,1,10
267,238,10
176,216,6
95,258,143
213,223,3
172,163,182
272,133,1
52,49,1
145,43,1
275,176,310
50,10,192
277,87,62
161,33,40
51,297,298
178,136,129
75,127,13
164,99,1
4,181,58
248,28,1016
274,113,1
86,44,2
17,296,1
43,205,5
243,172,1
276,138,353
51,222,273
125,102,301
7,241,199
292,12,94
241,8,1
60,53,1
225,77,3
204,33,290
72,253,146
106,142,1
191,62,211
83,170,1
114,103,381
83,223,49
206,187,210
265,178,1
103,83,232
121,274,351
272,267,4
163,211,1
129,235,1
133,284,1
284,188,332
34,249,8
169,3,1
156,189,1
98,231,153
91,125,78
204,244,1032
177,18,64
72,6,1
126,38,118
266,273,352
166,287,96
262,293,62
204,73,1
275,175,211
95,34,82
292,112,1
30,211,75
10,72,10
140,166,234
16,128,10
202,4,13
113,58,211
131,240,216
267,110,3
31,196,1
19,68,3
213,274,985
134,203,1
272,184,103
12,158,1
247,267,1
6,246,327
119,150,1
41,81,1
198,6,117
55,83,152
262,42,1
1,225,219
97,285,1
164,229,162
152,67,13
65,290,2
24,26,15
130,85,228
253,31,92
224,43,7
65,217,794
56,80,104
143,43,15
60,17,1
267,225,1
244,211,6
95,95,1
181,210,129
280,274,83
127,30,145
49,154,12
85,90,4
289,265,1
65,298,187
60,241,1
276,75,851
191,207,90
249,50,388
271,90,11
18,266,313
223,174,225
211,236,84
155,1,113
117,259,8
205,248,139
120,13,1
160,195,4
210,200,471
6,73,1
232,130,1
15,215,57
51,0,3
233,11,128
121,55,280
236,166,1
270,66,278
286,182,13
295,170,1
246,96,6
281,18,146
57,258,141
273,16,1
111,3,5
224,38,14
28,161,4
78,128,5
286,256,1
242,98,9
142,196,214
72,290,10
191,134,1
28,166,6
189,70,1
253,160,2
294,291,20
16,10,3
53,108,189
254,226,107
254,122,387
181,172,51
47,281,106
96,147,0
4,35,6
226,229,1
110,37,380
46,220,30
161,68,197
264,195,287
171,289,27
11,293,3
122,166,165
267,242,2
109,28,9
205,10,245
94,5,216
214,5,1
68,278,1
71,162,2
188,259,368
159,39,25
208,257,1
134,191,12
34,245,5
51,174,5
143,97,1
84,137,13
247,126,6
166,53,13
166,54,4
103,139,143
214,84,1
71,287,220
239,155,1
31,59,203
252,120,4
276,269,8
172,9,71
219,277,57
254,152,222
255,184,1
217,71,1
72,144,762
293,56,37
36,266,14
56,64,1
206,38,49
197,37,1
73,147,151
183,84,1
254,216,253
138,124,1
9,241,158
278,163,1
9,155,1
128,208,7
192,281,11
122,226,214
73,43,1
110,148,1
125,242,61
164,29,355
20,4,10
63,45,1
285,1,994
251,11,1
12,266,217
90,46,152
264,278,36
54,234,131
228,293,21
37,214,336
106,129,25
75,120,1
113,234,349
93,124,45
228,136,0
164,122,13
209,19,178
269,16,120
149,189,15
94,95,1
210,121,1
16,93,1
62,146,158
296,22,1
89,185,42
38,73,1
197,116,121
22,78,2
181,296,1
59,7,1
115,130,5
79,239,12
124,187,1
281,0,1
5,124,176
109,118,1
148,118,215
153,176,48
121,221,4
180,215,19
148,225,14
196,67,115
153,79,14
62,130,195
27,282,5
136,30,13
248,42,33
18,36,137
76,244,248
200,257,14
283,86,338
109,40,1
165,232,190
243,273,368
62,213,1
141,192,1
285,121,130
63,296,9
214,226,126
242,38,1104
83,266,6
248,41,5
85,49,1
196,255,1
99,44,12
83,147,9
48,232,1
159,113,211
226,144,244
122,283,314
256,261,8
78,162,116
141,266,200
187,108,1
221,292,231
33,194,1
287,129,1
171,248,218
277,162,14
83,102,10
50,81,245
3,225,44
103,250,140
266,131,135
266,284,18
221,158,1
86,133,14
29,159,118
84,71,12
5,65,2
3,156,20
162,132,3
251,79,1
142,147,1
199,53,1
122,12,189
60,270,1
44,238,7
28,156,125
67,177,2
144,282,10
201,161,1
8,3,6
46,44,81
191,279,137
131,48,39
241,206,8
124,208,112
77,42,7
258,132,214
210,26,13
73,31,52
8,55,1
295,112,5
187,45,453
132,184,1
166,185,75
125,119,187
167,64,1
179,76,1
253,117,38
175,240,1
217,44,4
184,54,387
164,243,209
182,154,1
91,294,113
207,42,124
229,135,245
140,59,75
132,66,1
243,165,12
228,74,139
236,80,206
255,17,21
5,140,106
161,247,15
262,291,15
32,179,23
43,139,14
172,8,185
188,130,13
6,235,1
45,82,4
51,260,10
256,108,86
287,273,179
43,200,1
183,37,131
28,7,56
236,145,72
105,55,1
50,108,1
180,253,50
118,111,506
197,86,1
38,11,1
290,166,251
38,187,1
151,259,5
127,81,5
264,189,127
94,101,3
254,99,137
8,215,237
198,100,4
131,67,1
195,87,1
171,268,71
148,158,1
94,176,245
20,63,9
289,178,115
264,108,115
109,229,1
130,49,1
47,68,15
162,87,207
69,18,1
34,135,1113
243,196,1
176,221,10
197,33,1
158,98,82
183,217,4
154,168,33
157,83,514
202,262,120
21,264,1
152,34,104
119,226,108
137,181,3
122,72,1
58,186,14
132,27,1
138,177,9
27,147,166
145,267,197
179,45,1
259,161,184
252,223,3
214,33,134
29,174,146
77,65,180
218,49,1
296,41,308
181,33,1008
129,77,7
171,245,9
277,217,43
149,78,1
190,89,269
68,267,89
103,42,1
196,202,1
174,8,1
284,241,9
134,288,107
76,298,225
277,227,163
231,157,139
134,269,183
37,85,98
88,60,254
247,71,10
14,51,1
279,292,1
77,195,11
142,53,154
63,205,46
40,294,255
117,35,10
111,211,175
152,201,89
106,166,1
236,56,1
287,147,179
84,109,7
146,173,220
179,78,10
138,284,254
64,170,1
69,74,207
110,170,709
165,113,50
145,294,483
208,77,1
271,139,1
269,80,6
113,153,5
97,256,224
269,8,9
238,94,21
206,171,208
217,7,5
107,53,264
162,219,13
47,162,227
2,37,13
186,175,1
31,221,239
206,229,139
190,222,159
179,272,227
263,11,1
29,21,278
14,231,359
9,50,191
165,21,227
240,63,8
148,67,228
60,204,1
288,235,5
147,261,1
63,253,1
126,22,174
22,252,183
230,227,317
262,138,134
68,148,1
206,145,0
44,45,1
271,293,164
190,82,1
140,88,185
270,243,5
266,14,10
194,89,57
131,7,243
121,272,1150
210,219,251
117,199,29
261,228,381
54,225,11
106,185,14
149,118,208
232,27,17
61,71,5
149,66,201
33,50,3
234,251,4
123,155,15
35,285,6
265,145,1
262,19,0
293,227,364
12,120,1
49,104,301
147,169,1
69,214,315
38,146,4
52,120,15
292,253,173
173,68,31
127,119,4
264,121,143
179,93,367
83,167,206
161,246,10
226,59,1
98,24,9
101,117,115
113,99,13
34,225,10
242,141,304
85,94,15
179,220,6
58,70,1
115,32,8
72,291,68
40,110,9
260,129,930
88,175,1
240,89,1
195,43,10
42,294,7
249,260,56
18,43,1
188,45,251
69,177,278
227,288,8
78,206,293
73,45,9
195,159,235
91,142,285
42,208,199
154,99,2
236,72,371
164,129,4
48,185,208
93,267,1
77,247,251
74,189,2
270,298,8
68,92,205
120,120,197
178,218,1
14,211,10
27,186,246
9,205,0
29,59,5
255,108,369
201,84,1
260,254,306
250,120,25
0,22,1
117,70,1
2,254,142
139,0,79
84,154,1
216,116,291
12,213,22
85,200,1
160,273,10
225,184,369
94,201,6
203,244,1
53,24,1
277,11,193
166,35,1
209,274,134
211,34,189
280,79,1
30,31,2
110,80,144
119,299,1
266,105,176
158,153,2
131,2,1
267,90,158
149,273,342
242,18,15
84,57,27
294,219,1
174,206,153
151,107,1
175,11,36
154,217,1
181,26,187
89,39,355
167,299,159
152,78,15
115,64,950
175,140,7
238,260,254
39,256,40
58,105,0
53,95,7
171,16,5
116,121,5
103,137,96
285,117,13
231,170,19
169,240,92
250,145,15
194,165,1
27,178,10
45,116,14
14,88,11
9,297,755
20,148,317
44,264,277
86,162,105
272,6,1
175,19,311
118,286,1
277,123,156
118,209,8
246,38,173
199,207,12
91,41,890
84,265,127
69,233,11
244,273,244
208,67,180
14,0,110
152,240,2
296,217,30
295,269,247
101,269,158
160,210,5
50,263,131
259,228,229
237,195,250
217,43,10
46,164,98
223,185,248
111,37,257
43,192,9
63,26,182
68,226,1
200,238,352
233,136,1
153,55,1
260,112,5
274,37,173
101,224,94
267,135,76
43,140,1
260,112,341
250,292,395
282,44,1
98,263,49
5,20,14
122,78,15
117,145,11
287,220,10
169,0,4
177,158,2
276,67,6
32,240,1
59,209,11
49,114,92
142,43,1
275,67,69
38,60,114
59,66,224
120,119,1
239,289,99
128,274,248
120,197,249
24,280,32
270,211,1
210,235,53
247,26,153
137,290,4
268,76,0
148,46,1
20,231,1
124,276,79
225,73,201
41,173,95
205,160,1
248,158,1
37,74,47
69,290,1
130,157,9
194,222,50
110,141,116
51,179,3
271,232,1
282,243,9
49,154,1
64,266,354
8,299,127
262,128,12
19,272,221
144,265,105
199,59,176
228,237,3
31,246,151
28,46,242
145,94,99
270,87,1
189,29,151
70,107,57
165,114,274
54,109,32
180,154,41
250,288,1
291,103,1
103,167,52
111,188,11
44,292,16
127,171,1
152,121,266
265,214,245
298,277,1
69,142,1
241,174,0
240,247,237
135,47,2
33,153,6
202,15,1030
114,229,12
90,6,1
174,287,285
177,77,119
47,237,206
248,294,8
237,81,1
210,29,899
52,6,171
175,177,1
245,55,45
194,179,236
197,151,126
219,197,110
72,181,91
121,281,1
227,171,52
71,37,1
208,159,155
65,32,9
260,178,112
47,201,3
220,78,76
115,58,184
86,147,1
284,186,345
270,265,78
197,90,156
77,268,170
96,159,17
207,214,255
75,249,210
47,122,1
36,262,150
129,48,1
237,254,1
83,127,1
34,206,34
242,299,351
89,41,43
153,50,1
294,181,105
11,2,295
199,289,1
244,278,186
253,273,200
5,199,1
13,157,2
186,290,2
214,127,96
36,281,2
140,257,1
107,144,1
41,212,5
185,238,13
265,139,334
123,160,286
116,0,953
218,129,103
51,9,384
30,62,1
280,98,91
66,183,8
29,133,366
273,292,1
95,118,168
272,65,3
100,206,39
114,39,1
209,143,74
32,176,203
154,30,3
104,51,1
23,158,1
158,41,141
148,173,85
162,200,1
39,214,92
58,59,138
141,256,1
213,0,1
292,214,1
130,254,4
37,156,9
148,27,1
27,237,15
235,66,38
207,184,1
141,29,161
243,147,124
214,136,0
11,199,1
156,44,396
108,136,54
91,49,295
117,294,35
194,118,2
155,129,1
115,138,1
279,175,1
14,144,370
23,34,210
66,89,209
201,2,15
183,130,7
0,67,163
111,231,398
115,94,1
226,123,1
20,120,55
198,267,3
198,32,114
192,20,53
250,128,136
72,89,1
299,192,283
31,176,37
223,267,718
183,182,1
254,273,165
62,153,11
282,188,177
86,19,65
151,174,1
291,101,11
143,56,7
193,228,372
116,73,153
107,175,1
61,232,253
69,23,1
141,269,10
192,182,1
62,221,196
246,243,63
112,39,1
30,102,110
159,46,147
39,259,1
289,281,9
211,147,24
108,104,1
260,215,1
99,28,294
59,61,6
89,208,199
185,197,13
236,196,1
126,217,1
94,273,1
42,239,247
135,174,0
212,222,2
26,155,243
281,27,1
129,292,229
289,238,86
163,167,1
213,204,1
9,126,0
178,126,164
86,22,29
222,37,1
271,148,1
175,117,1
272,207,218
83,225,165
218,277,5
294,278,1
8,197,1
157,173,319
66,155,9
192,80,1
75,99,12
169,170,311
203,226,114
79,130,1
198,82,1
114,103,1
22,106,1
164,153,137
108,221,15
38,213,9
136,75,8
34,116,8
205,218,15
41,288,1
93,82,71
73,227,38
265,291,85
156,268,3
173,34,10
287,259,178
46,174,211
133,43,88
80,44,1
67,263,320
131,270,267
171,286,177
276,34,364
166,105,1
42,35,1
254,165,6
220,135,1
222,228,391
88,240,111
197,40,50
80,176,314
26,215,160
44,170,78
16,138,4
79,206,22
47,202,1
22,25,87
151,194,1
293,188,368
35,284,1
128,72,1
288,57,107
28,111,9
33,33,380
243,132,2
270,78,1
287,170,1
158,97,1220
157,203,11
133,104,246
239,299,14
197,179,225
296,106,1
25,147,307
159,105,14
147,148,79
208,75,1
79,154,1
51,254,2
147,86,13
168,194,1
252,164,248
181,159,1
167,49,1
271,245,320
254,93,3
35,84,1
100,234,257
42,162,348
171,168,221
284,58,1
141,14,1
289,98,149
288,128,1
53,101,0
40,248,1
174,108,1
265,163,1
254,274,7
238,115,142
6,270,6
14,230,207
39,137,202
245,187,206
87,289,6
185,233,3
94,45,172
162,162,7
112,233,0
127,97,12
49,120,10
174,34,1
95,98,10
160,84,358
115,89,1
136,163,4
206,121,90
103,249,4
285,64,352
148,4,188
194,169,95
169,194,182
131,31,210
221,71,298
109,284,1
57,38,9
202,73,37
71,0,79
77,0,132
153,6,7
280,128,2
294,281,992
275,196,393
54,250,391
119,282,156
38,176,208
83,273,1
139,189,1
114,244,183
277,140,223
207,110,703
224,144,7
162,270,220
76,90,9
129,149,78
202,3,288
291,10,1
207,193,1
292,251,317
252,110,163
148,187,238
33,101,171
34,263,302
9,28,87
292,104,0
221,58,0
55,152,275
5,188,214
190,40,1
271,133,144
232,71,209
94,207,1
97,161,25
244,238,1
130,127,302
2,245,1
187,165,1
68,87,15
217,150,1166
183,61,322
287,184,4
291,208,1
137,94,231
235,153,3
140,74,46
95,1,1
81,50,1
83,252,246
47,30,60
118,275,121
23,59,256
84,13,247
298,33,1
56,13,1
118,180,12
276,204,13
163,97,139
171,205,1
5,261,1
140,254,185
64,18,209
195,253,136
209,210,1
243,240,1
9,220,138
223,196,1
153,266,13
107,101,4
221,49,15
109,152,164
20,72,1
260,87,1
104,63,1
230,16,1
240,69,1
214,299,13
205,86,27
221,292,0
43,174,112
119,2,1
226,56,138
264,172,408
221,141,1
288,171,8
160,1,4
101,35,245
143,46,1
236,178,12
82,269,1102
183,189,231
171,68,166
76,246,91
255,192,12
174,175,3
27,36,242
298,125,13
122,102,3
106,204,375
281,257,83
95,264,8
188,226,1
153,272,3
56,278,10
156,178,1
203,40,1
141,175,1
297,199,10
25,67,181
257,83,1
42,213,1
68,219,225
115,210,3
218,237,15
180,282,1
82,197,4
290,217,5
188,195,198
188,250,7
296,255,1
217,14,354
141,24,1
273,136,222
36,261,12
128,56,1
153,93,1
178,5,106
201,232,234
152,201,12
106,276,1
104,50,177
217,40,14
106,223,93
278,38,118
249,243,1
183,272,1
36,26,1
276,77,0
90,225,5
121,126,6
111,29,253
162,67,335
52,104,1
261,268,1
30,132,78
92,76,280
175,4,6
287,96,146
40,95,1
96,140,1
267,8,53
250,262,6
90,118,245
163,120,1
78,212,0
81,162,1
232,38,1
72,62,1
96,222,1
61,63,94
188,70,147
88,57,62
153,130,348
259,56,51
97,28,1
204,156,4
281,231,398
134,253,46
208,100,200
216,247,161
225,181,9
127,75,8
26,56,423
145,157,3
230,248,90
127,81,362
287,98,90
7,56,10
67,103,163
8,129,1
289,75,8
85,26,155
5,135,246
206,227,124
58,95,386
236,245,1
156,4,1
160,83,1
150,224,227
25,178,19
1,226,1
58,107,12
205,128,1
157,137,1
92,45,4
272,60,108
30,210,1
110,247,159
54,155,142
238,265,7
214,217,0
233,122,14
47,239,372
39,279,206
175,265,4
250,113,13
71,111,1
157,113,2
121,262,15
283,116,246
11,142,1
173,19,8
108,23,1
187,59,198
204,185,24
66,279,12
197,90,1
123,23,226
216,1,1
40,286,245
139,158,1
59,176,5
122,273,51
32,299,306
201,94,1
158,37,1
114,83,281
190,148,1
223,195,188
75,88,55
26,28,254
145,110,1
287,292,41
128,3,211
4,35,1
207,219,195
246,11,206
76,66,233
229,39,92
168,22,1
214,228,220
105,3,236
216,291,251
214,5,3
44,79,353
136,95,139
77,64,1
40,84,86
228,177,97
55,141,48
86,198,1103
242,125,4
108,75,7
169,195,2
49,270,1
219,228,90
119,120,10
299,296,41
153,179,1
66,123,174
110,254,51
265,182,1
76,149,1009
194,140,85
19,25,296
120,257,1
16,157,333
286,223,1
257,225,1
206,201,7
274,18,399
277,131,163
96,16,221
283,232,1
103,37,127
141,159,112
67,122,5
225,132,52
290,150,1
68,155,319
46,109,13
117,67,4
243,144,1
16,113,1
101,176,110
154,81,1
65,160,170
62,25,1
196,61,3
75,205,1
92,135,150
84,270,29
221,83,4
62,291,1
213,84,214
84,161,48
138,191,1
95,62,158
205,59,1
26,149,4
108,27,1
81,3,7
107,233,1
253,3,15
193,192,397
177,146,1
125,133,167
261,202,1
143,152,162
63,208,86
88,272,1
165,175,1
44,54,148
7,261,107
217,51,11
85,22,58
241,203,10
282,144,287
272,98,220
283,83,135
74,42,245
237,102,0
21,106,1
12,185,460
68,232,42
141,261,9
67,248,0
254,167,1
22,161,0
223,24,9
116,219,11
289,260,9
58,228,14
8,42,1
52,70,757
233,202,1
103,73,3
101,192,263
280,27,158
30,231,1
156,218,361
197,242,1
274,139,41
210,32,1
208,160,15
40,265,197
50,287,10
84,8,104
227,202,396
229,96,1
51,261,349
260,220,15
182,36,1
276,130,93
225,110,50
231,82,1
155,231,1
287,107,8
228,133,13
110,236,1
18,281,1
240,241,54
220,1,224
150,284,15
102,54,1
8,93,5
196,179,165
217,198,206
111,184,5
56,176,296
75,18,1
213,161,68
285,296,26
96,292,171
203,20,5
78,150,32
0,96,10
238,119,2
285,36,233
187,90,7
123,230,1
161,76,1
164,128,8
279,47,249
132,214,1
119,43,1
113,279,14
190,182,13
23,148,140
137,297,19
243,206,304
138,151,1
108,13,136
161,64,6
279,20,15
197,175,1
54,18,323
106,133,160
63,108,44
121,294,101
198,214,15
23,212,1
280,278,174
180,133,1
231,54,375
78,137,215
159,269,20
249,174,155
50,66,185
263,120,1
103,268,9
249,70,154
219,14,515
117,184,27
127,179,0
219,103,323
288,272,1
190,77,1
158,67,14
192,179,1
117,65,131
230,73,358
17,194,215
142,135,133
251,70,1
252,84,1
95,97,362
118,12,0
169,8,142
209,106,1
64,288,9
109,291,163
74,111,315
183,98,2
252,171,1
18,267,161
92,50,146
18,84,10
274,147,133
285,69,1
107,165,1
58,25,1
224,269,139
6,117,281
42,201,12
228,35,76
187,68,1
179,160,1
122,115,15
120,21,1
259,197,136
197,169,364
158,189,117
292,203,10
25,288,132
263,109,131
131,223,5
100,9,165
262,169,235
110,239,7
267,296,217
259,32,0
240,283,179
94,82,134
128,20,14
200,211,4
273,236,23
297,92,1
197,247,1
8,63,61
223,48,368
35,53,1
85,21,444
189,287,87
199,251,15
145,10,1152
234,235,1
243,42,1
171,80,97
94,267,399
105,261,10
94,11,1
78,185,149
54,231,1
55,257,24
74,117,240
107,85,1
202,198,289
188,1,151
6,227,208
55,236,160
125,225,71
171,263,250
54,264,212
43,108,182
257,214,244
296,146,14
91,12,1
226,85,14
214,105,6
93,170,0
65,293,181
60,299,1
254,208,1
142,127,316
126,18,1
80,48,10
31,259,1
121,66,1
132,282,13
246,140,11
109,134,107
77,189,1
144,41,2
73,50,1
83,100,976
242,75,0
149,70,452
19,143,213
64,51,205
174,230,9
20,295,0
120,270,1
37,284,13
135,144,10
96,187,237
122,101,2
56,194,1
94,205,7
73,247,1
152,118,182
246,241,153
73,55,231
146,269,9
265,165,205
202,10,119
83,233,1
294,23,155
57,186,5
4,13,1
39,54,1
63,250,1
61,4,42
97,114,11
20,275,226
86,23,1
207,246,386
103,148,2
239,161,0
179,101,12
261,207,226
271,123,5
52,24,56
251,234,1
233,130,1
212,44,1
62,141,169
259,228,2
55,271,10
263,158,187
124,151,12
283,87,11
13,45,1
283,214,2
137,118,6
129,142,202
253,143,132
157,218,5
113,147,35
21,273,9
278,168,10
291,154,12
166,219,14
234,195,1
84,238,1
56,75,359
226,3,6
190,92,12
25,24,11
190,280,4
66,81,1
244,36,394
151,99,149
24,156,158
78,20,215
228,33,15
97,194,8
166,60,0
37,226,1
80,92,14
282,260,402
179,33,14
49,12,0
54,57,713
38,30,15
66,26,247
87,167,1
98,175,136
194,89,40
86,277,170
86,11,57
22,54,1
136,100,3
11,51,13
149,286,89
13,42,293
108,46,1
115,209,68
134,79,1
245,163,1
130,190,10
56,257,23
177,28,212
297,279,15
227,31,1
294,279,381
130,231,1
211,212,3
85,132,1
103,107,1
93,19,1
254,75,1025
296,42,50
250,64,51
21,231,1
132,90,200
168,39,2
215,138,241
6,224,15
148,42,1
298,185,3
11,220,14
70,244,38
262,57,133
52,229,286
35,127,103
158,172,394
279,260,1
203,290,950
170,278,1
189,216,190
110,191,284
212,292,39
121,163,25
268,208,1
266,239,750
144,143,205
107,109,1
53,115,14
231,109,1
127,37,1
106,298,6
4,51,28
174,280,70
57,118,182
179,129,319
235,288,94
260,200,53
286,278,69
10,199,32
12,197,108
49,231,21
42,235,149
99,191,1
234,40,1
13,215,1
59,294,1155
1,119,1
144,37,201
114,113,90
298,298,226
233,197,100
224,141,207
12,74,1
206,265,318
123,70,1
258,173,1
233,257,7
205,133,392
51,4,143
274,189,7
250,2,60
288,194,103
241,57,90
32,115,194
177,87,1
196,289,12
296,10,384
116,72,1
0,270,78
221,230,9
194,159,374
128,32,1
253,200,184
245,158,213
117,102,5
34,189,4
55,283,2
154,203,15
279,107,0
158,294,1
190,196,115
34,23,897
22,292,8
220,266,2
45,88,296
232,101,142
200,63,152
52,71,620
55,252,395
65,140,1
87,169,197
125,158,264
116,16,3
163,104,136
141,80,5
104,89,194
166,69,1
147,285,79
33,214,4
84,89,98
197,265,1
58,196,168
274,160,48
211,99,351
283,70,207
165,260,18
132,62,6
19,266,19
41,153,1
201,17,1
38,91,34
150,58,153
156,68,107
43,139,1
26,64,1
129,155,1
215,261,1
284,202,1028
41,106,240
60,0,11
218,127,1
296,188,11
187,198,249
288,257,121
121,104,3
171,65,1
173,219,252
266,23,235
36,171,116
56,275,8
295,260,81
87,62,1
222,284,1
59,154,14
34,200,161
161,95,164
250,241,19
61,260,87
121,158,81
70,169,69
278,163,157
61,164,1
286,219,93
100,11,76
104,85,370
198,168,15
141,40,4
128,119,169
113,112,10
180,193,90
215,229,25
65,64,5
263,29,273
131,274,12
284,269,1
119,167,1
39,299,228
165,218,10
24,182,93
68,191,675
209,96,461
27,48,179
260,2,53
82,280,5
167,75,1
150,158,376
171,265,185
177,193,1
121,253,143
116,55,22
77,108,370
12,193,1
272,293,119
205,228,4
141,145,0
274,218,161
202,138,141
191,29,12
64,202,185
255,286,45
175,205,102
131,46,1
187,9,182
283,220,3
120,49,751
122,40,58
20,66,77
94,269,1
267,175,234
26,125,760
168,259,1
270,192,1
267,218,1
269,134,157
155,96,12
219,116,173
232,242,303
210,283,1
216,259,4
63,1,201
113,7,1121
229,217,1
110,34,1
68,206,9
74,84,495
44,179,10
260,34,251
96,151,227
170,202,0
42,94,1
246,88,342
170,54,237
87,42,162
101,79,249
215,60,8
76,48,0
105,167,317
65,38,238
56,188,332
19,20,115
3,8,10
282,196,211
185,63,11
296,124,386
82,37,129
0,253,217
28,260,56
265,249,5
215,117,1
152,248,223
58,25,5
29,34,288
72,283,153
268,139,1
192,11,211
102,242,1
29,293,1
291,102,200
45,214,1
253,282,96
121,98,23
283,113,361
77,48,1
212,245,1
198,191,30
266,14,1
7,188,8
256,53,12
269,161,177
141,204,329
38,9,1
103,100,6
221,4,95
98,35,1
205,240,0
84,80,9
238,118,5
145,119,15
172,78,164
93,33,184
289,71,33
85,250,8
247,209,0
297,35,43
83,190,349
184,268,1
44,86,1
273,39,1
173,118,14
245,62,1
102,148,102
51,144,170
26,244,27
130,45,11
141,247,174
1,194,14
58,262,220
77,144,221
183,49,4
184,32,140
295,189,207
48,167,8
192,140,3
123,1,1
241,137,143
57,212,110
240,2,302
29,142,23
53,32,189
256,272,2
263,186,376
105,238,118
240,55,237
54,229,1205
155,55,188
281,244,12
114,9,71
204,260,1
40,161,168
34,168,75
216,113,1
98,4,1
58,215,179
42,269,1
151,230,1
167,141,119
33,155,1109
278,167,4
134,24,1
290,175,239
32,157,1
49,56,20
210,240,13
180,106,76
196,34,4
284,122,1
13,140,38
248,106,8
44,195,1
102,273,898
111,258,230
194,19,13
222,29,13
247,61,709
74,191,16
197,162,242
224,266,166
101,31,1
286,99,971
96,118,43
223,120,1
100,232,154
160,188,1
146,202,7
6,102,297
166,298,166
14,13,122
44,168,2
126,79,1
145,61,3
125,204,10
109,228,4
229,45,1
128,280,387
223,94,144
4,217,1
152,4,13
153,164,214
256,122,248
183,111,2
186,289,1
106,15,190
54,172,133
89,26,1
61,294,1
2,287,210
264,204,3
250,199,252
259,293,372
92,245,335
141,272,1
277,162,0
266,108,181
47,150,1
99,33,1
101,275,6
238,292,322
234,45,276
282,201,35
128,104,206
197,153,1
108,68,1
209,279,371
26,50,89
213,83,207
174,154,212
279,46,45
210,87,85
289,173,179
162,37,213
177,81,6
212,88,294
159,95,1
186,93,134
197,42,14
51,110,0
241,237,1
232,110,13
255,233,1
2,25,347
155,86,1
108,53,10
75,154,1
238,50,1
85,35,194
109,142,1
3,200,248
284,11,1
112,132,68
23,45,165
29,257,1
223,175,219
187,178,1
173,74,150
106,68,96
155,97,44
121,279,202
190,234,1
237,31,295
15,83,1
194,208,14
190,120,1
155,87,209
17,177,13
20,93,10
158,15,102
211,224,12
140,107,14
7,285,14
165,33,2
283,222,138
179,256,1
185,57,112
3,158,8
30,91,73
51,19,7
14,7,1
157,31,151
98,141,5
150,173,1
86,85,207
290,299,1
247,202,2
202,24,255
134,210,199
0,209,1
298,203,244
41,64,1
144,262,244
149,239,8
103,85,252
186,159,921
11,127,242
125,272,1
161,29,11
87,242,214
189,281,1
81,171,170
183,254,480
233,162,90
35,148,14
